iter	MAE
124	4.578564555
125	4.570168473
126	4.56436386
127	4.55824837
128	4.551174257
129	4.544708775
130	4.537212779
131	4.530586368
132	4.524280422
133	4.516487365
134	4.50841505
135	4.48940645
136	4.482128975
137	4.46922728
138	4.467158684
139	4.458788815
140	4.457186025
141	4.456791117
142	4.452428185
143	4.450883814
144	4.446143611
145	4.444011048
146	4.439162278
147	4.43385047
148	4.42586383
149	4.418618763
150	4.416129117
151	4.409699656
152	4.403436766
153	4.395504268
154	4.394095455
155	4.38785589
156	4.384035301
157	4.376859832
158	4.373799801
159	4.371727735
160	4.360440141
161	4.356706855
162	4.349421042
163	4.337782349
164	4.33465521
165	4.328986373
166	4.326337067
167	4.314309249
168	4.308949132
169	4.308108259
170	4.305755096
171	4.295110125
172	4.28603498
173	4.282677871
174	4.269090458
175	4.26364367
176	4.25472783
177	4.249357895
178	4.246689583
179	4.229411766
180	4.220150293
181	4.218581723
182	4.211403194
183	4.200820094
184	4.199340852
185	4.196573114
186	4.194157606
187	4.193381753
188	4.19273512
189	4.187027429
190	4.185767833
191	4.17945433
192	4.178217447
193	4.175966148
194	4.174500374
195	4.16446263
196	4.160590907
197	4.155848701
198	4.153779318
199	4.145713132
200	4.143323493
201	4.129696187
202	4.111436632
203	4.103370974
204	4.1009221
205	4.096698288
206	4.092643488
207	4.087729188
208	4.086534181
209	4.082069631
210	4.075915573
211	4.071122999
212	4.069733705
213	4.067423449
214	4.055535668
215	4.028345828
216	4.026844097
217	4.023026492
218	4.021517669
219	4.016719769
220	4.006153146
221	4.004829524
222	4.003284212
223	4.0026572
224	3.995990548
225	3.994565411
226	3.987344919
227	3.9829167
228	3.979659365
229	3.979087404
230	3.977967723
231	3.973732339
232	3.971836905
233	3.969484889
234	3.966224967
235	3.965717635
236	3.961753445
237	3.956578373
238	3.952162016
239	3.951287594
240	3.949779156
241	3.947653622
242	3.946432052
243	3.944414812
244	3.942526419
245	3.939804062
246	3.934758121
247	3.933480546
248	3.928655337
249	3.927431497
250	3.924349862
251	3.921181669
252	3.917360805
253	3.914847901
254	3.913668079
255	3.91188567
256	3.911438902
257	3.902843173
258	3.900805424
259	3.899726607
260	3.899294546
261	3.897950767
262	3.896614856
263	3.896372856
264	3.894542886
265	3.89278605
266	3.88928465
267	3.888312281
268	3.887673608
269	3.885822504
270	3.883140875
271	3.881007482
272	3.879922987
273	3.87890178
274	3.87773242
275	3.875795245
276	3.870158579
277	3.868913939
278	3.868619779
279	3.863655237
280	3.862311487
281	3.862176484
282	3.86134562
283	3.85953791
284	3.859437385
285	3.859241627
286	3.858573994
287	3.857938613
288	3.857288429
289	3.856260644
290	3.854438631
291	3.852739134
292	3.852322951
293	3.841831858
294	3.84009263
295	3.835545765
296	3.834183099
297	3.832649749
298	3.829599276
299	3.828577724
300	3.827940608
301	3.826621241
302	3.825688782
303	3.821615883
304	3.819775231
305	3.818470704
306	3.817065295
307	3.816765529
308	3.814412709
309	3.813893584
310	3.813311635
311	3.809268026
312	3.796584337
313	3.795827599
314	3.792934431
315	3.787205306
316	3.786169741
317	3.78281073
318	3.780936228
319	3.780018225
320	3.778816223
321	3.777782919
322	3.7766859
323	3.776199928
324	3.775266294
325	3.765216116
326	3.763728488
327	3.763029685
328	3.762157153
329	3.761524594
330	3.760730457
331	3.760396098
332	3.752366595
333	3.751919723
334	3.751860993
335	3.751070361
336	3.749698215
337	3.749065716
338	3.748804559
339	3.748346075
340	3.726854371
341	3.724700749
342	3.724189681
343	3.724040948
344	3.716182156
345	3.715534884
346	3.71206117
347	3.711787299
348	3.711341262
349	3.710510132
350	3.710350633
351	3.708299204
352	3.707323118
353	3.705271176
354	3.704299349
355	3.702230834
356	3.700390769
357	3.699817884
358	3.697484754
359	3.696875027
360	3.689291188
361	3.687664991
362	3.686705989
363	3.686072877
364	3.683651552
365	3.683046552
366	3.682066042
367	3.679648962
368	3.678585829
369	3.676703354
370	3.676019242
371	3.675392892
372	3.617275833
373	3.60676398
374	3.603187724
375	3.601581813
376	3.600459714
377	3.596075904
378	3.595793666
379	3.594469719
380	3.590397583
381	3.590132959
382	3.588332169
383	3.586589561
384	3.584706052
385	3.561176792
386	3.560529532
387	3.560178086
388	3.556082857
389	3.554081278
390	3.552806453
391	3.551274501
392	3.550773221
393	3.550515495
394	3.550355108
395	3.550198168
396	3.549914054
397	3.53321765
398	3.531929858
399	3.531264998
400	3.527852053
401	3.525822544
402	3.524146466
403	3.52365935
404	3.523485502
405	3.522304668
406	3.521163768
407	3.520269934
408	3.519587268
409	3.519244263
410	3.517331422
411	3.515276686
412	3.51452881
413	3.512047226
414	3.508478672
415	3.507794388
416	3.507388208
417	3.505787314
418	3.505137424
419	3.504206437
420	3.503975627
421	3.502611869
422	3.501518716
423	3.499860809
424	3.477595165
425	3.47259316
426	3.471189661
427	3.469392192
428	3.469236957
429	3.468888538
430	3.468403982
431	3.468166645
432	3.467847483
433	3.467426601
434	3.46567067
435	3.464430252
436	3.463220457
437	3.462969509
438	3.46235168
439	3.460335078
440	3.459170528
441	3.449736162
442	3.448388776
443	3.447956178
444	3.446634207
445	3.446383324
446	3.44622904
447	3.444339803
448	3.443665729
449	3.441434803
450	3.44074388
451	3.439846499
452	3.43899523
453	3.432635529
454	3.431455903
455	3.430796773
456	3.428050292
457	3.42777677
458	3.425476783
459	3.424865094
460	3.423026558
461	3.42249423
462	3.422137716
463	3.417710185
464	3.415596727
465	3.414869156
466	3.413444738
467	3.412993183
468	3.412354572
469	3.412125373
470	3.411879738
471	3.411577853
472	3.411216585
473	3.411159893
474	3.409778888
475	3.409526215
476	3.408318783
477	3.407876034
478	3.407699673
479	3.407539196
480	3.406708095
481	3.40585008
482	3.403487209
483	3.402867881
484	3.402605402
485	3.401737258
486	3.396620201
487	3.39587345
488	3.394430638
489	3.394013245
490	3.39342003
491	3.392334644
492	3.392061319
493	3.390784661
494	3.390647841
495	3.38965062
496	3.388947295
497	3.388427126
498	3.386935825
499	3.386773496
500	3.386001629
501	3.384958636
502	3.384561595
503	3.383640584
504	3.382688364
505	3.382180407
506	3.377606827
507	3.377477184
508	3.377162513
509	3.373291465
510	3.372702261
511	3.371522951
512	3.370469233
513	3.3692412
514	3.368524393
515	3.36770003
516	3.367029171
517	3.360683423
518	3.359750783
519	3.359625482
520	3.358393723
521	3.358061847
522	3.357745722
523	3.356555764
524	3.356485138
525	3.355927645
526	3.35488917
527	3.354088426
528	3.353585242
529	3.345494502
530	3.341918916
531	3.341405702
532	3.331572116
533	3.329931407
534	3.329394972
535	3.328792921
536	3.326925559
537	3.326238245
538	3.325261454
539	3.324964797
540	3.323197049
541	3.322435041
542	3.321997534
543	3.321596845
544	3.320984592
545	3.320359918
546	3.320044739
547	3.320007636
548	3.319915035
549	3.317074377
550	3.314581179
551	3.313705008
552	3.312703238
553	3.312253161
554	3.310172676
555	3.307503809
556	3.307109346
557	3.306578409
558	3.305918261
559	3.305548866
560	3.304750561
561	3.304274923
562	3.30380731
563	3.299229132
564	3.298576791
565	3.298388653
566	3.298174334
567	3.297856697
568	3.296570526
569	3.296106134
570	3.295738626
571	3.295211156
572	3.290288084
573	3.290186383
574	3.289890212
575	3.288257612
576	3.284267115
577	3.283451033
578	3.283069307
579	3.282852966
580	3.282674232
581	3.281969325
582	3.281648937
583	3.280923911
584	3.280877604
585	3.280549562
586	3.279860626
587	3.279741889
588	3.279429534
589	3.279352749
590	3.279088623
591	3.278900573
592	3.278838359
593	3.278699565
594	3.27860452
595	3.27820034
596	3.278148925
597	3.278099136
598	3.277492147
599	3.27725554
600	3.27670234
601	3.276634711
602	3.276233963
603	3.275493931
604	3.27532773
605	3.275140817
606	3.27496299
607	3.274523735
608	3.274210571
609	3.274012572
610	3.273547602
611	3.27336997
612	3.273216516
613	3.273116896
614	3.273081025
615	3.272608224
616	3.272390867
617	3.272271882
618	3.272203335
619	3.272044648
620	3.271794611
621	3.271179057
622	3.270956165
623	3.268531702
624	3.268506875
625	3.268422215
626	3.265513277
627	3.265318359
628	3.265166296
629	3.264854474
630	3.264802804
631	3.264529709
632	3.260313816
633	3.260134233
634	3.260081093
635	3.26004846
636	3.259723792
637	3.259694404
638	3.259565334
639	3.259289864
640	3.259154946
641	3.259018506
642	3.25896528
643	3.258878775
644	3.2569537
645	3.25691537
646	3.256859543
647	3.252771839
648	3.252568642
649	3.252348046
650	3.252202966
651	3.251995339
652	3.251855251
653	3.251804433
654	3.25163829
655	3.251470833
656	3.244899617
657	3.244452986
658	3.244119895
659	3.243938764
660	3.243552012
661	3.243324426
662	3.235832968
663	3.235710953
664	3.235601223
665	3.235478617
666	3.234996639
667	3.234623747
668	3.23029154
669	3.229595293
670	3.226679513
671	3.226301571
672	3.22597145
673	3.225486386
674	3.225078695
675	3.22353524
676	3.223450112
677	3.222729128
678	3.222292893
679	3.222046862
680	3.222028473
681	3.216275121
682	3.215982342
683	3.215235911
684	3.213714435
685	3.213283388
686	3.21275977
687	3.212665764
688	3.21258627
689	3.212145745
690	3.211586883
691	3.21137021
692	3.209716435
693	3.208919138
694	3.20868731
695	3.208203871
696	3.207476847
697	3.206976086
698	3.206539135
699	3.206451354
700	3.206329473
701	3.205064689
702	3.204513841
703	3.204177062
704	3.203910157
705	3.203510847
706	3.202974874
707	3.202501602
708	3.202059523
709	3.199934659
710	3.199703853
711	3.1995842
712	3.195897015
713	3.195786701
714	3.195579072
715	3.195181632
716	3.195019668
717	3.194640268
718	3.19394782
719	3.193623097
720	3.193084858
721	3.19278275
722	3.192343481
723	3.192180155
724	3.19170961
725	3.19084459
726	3.190407239
727	3.190292373
728	3.1895379
729	3.189275377
730	3.189055354
731	3.18779914
732	3.187413103
733	3.187279091
734	3.186973254
735	3.186638576
736	3.186348284
737	3.186185624
738	3.186059589
739	3.185804398
740	3.185505265
741	3.185306653
742	3.184703376
743	3.184553699
744	3.18387201
745	3.183283193
746	3.181798219
747	3.181484807
748	3.180414703
749	3.179899343
750	3.179330086
751	3.178896308
752	3.178076599
753	3.176004715
754	3.175829521
755	3.175712217
756	3.175125386
757	3.174890445
758	3.174724653
759	3.174362415
760	3.173889706
761	3.170097591
762	3.169872249
763	3.169190412
764	3.168917542
765	3.168614508
766	3.168056073
767	3.167483073
768	3.167226773
769	3.166260997
770	3.1660198
771	3.165864715
772	3.16557085
773	3.165398559
774	3.16488702
775	3.163520264
776	3.163049255
777	3.162384644
778	3.162231827
779	3.161964468
780	3.160880091
781	3.160709494
782	3.160083941
783	3.159780294
784	3.159456419
785	3.158251853
786	3.157425408
787	3.156810266
788	3.15643523
789	3.155410797
790	3.154740344
791	3.154405745
792	3.154232978
793	3.1533196
794	3.152914716
795	3.152103598
796	3.151956533
797	3.15195549
798	3.151360986
799	3.148803669
800	3.148341359
801	3.148182963
802	3.148109519
803	3.14781321
804	3.147286803
805	3.146995485
806	3.146582858
807	3.146084837
808	3.145536943
809	3.145122894
810	3.144476037
811	3.144232684
812	3.143933056
813	3.143579884
814	3.142763821
815	3.142696043
816	3.14209395
817	3.141904015
818	3.141292204
819	3.141188202
820	3.140512003
821	3.138580116
822	3.137382857
823	3.137224465
824	3.134659845
825	3.134451773
826	3.134373032
827	3.134359456
828	3.134304586
829	3.133296006
830	3.133174703
831	3.132700581
832	3.132525629
833	3.131988386
834	3.131861294
835	3.13173979
836	3.130114639
837	3.129818675
838	3.129581418
839	3.129422573
840	3.129312745
841	3.108231719
842	3.10809784
843	3.107937839
844	3.107589687
845	3.106894485
846	3.1067273
847	3.106301615
848	3.106251675
849	3.106105228
850	3.105616995
851	3.105457785
852	3.105022582
853	3.104742894
854	3.10469218
855	3.104559198
856	3.104101545
857	3.103958002
858	3.103775297
859	3.103554895
860	3.103214951
861	3.103112357
862	3.103026361
863	3.102785436
864	3.102603613
865	3.102493978
866	3.102297271
867	3.102129212
868	3.102054245
869	3.101996629
870	3.101891947
871	3.101837858
872	3.101411061
873	3.101320638
874	3.10126036
875	3.10107445
876	3.100924621
877	3.10084777
878	3.100673115
879	3.100648058
880	3.100602328
881	3.100597488
882	3.100335765
883	3.100179962
884	3.100119839
885	3.099515933
886	3.099085201
887	3.098876912
888	3.098798213
889	3.098689571
890	3.098599024
891	3.098437184
892	3.098370001
893	3.098364014
894	3.09815319
895	3.095920098
896	3.095256645
897	3.095132458
898	3.095102383
899	3.094408036
900	3.094346624
901	3.09426303
902	3.094173866
903	3.094036144
904	3.093964708
905	3.09264555
906	3.092561439
907	3.091059727
908	3.090618495
909	3.090293519
910	3.089583154
911	3.088849901
912	3.088697987
913	3.088593839
914	3.088308096
915	3.088207316
916	3.088125675
917	3.087281744
918	3.086449759
919	3.086405885
920	3.086357698
921	3.086306126
922	3.086293308
923	3.085622546
924	3.085544617
925	3.08527311
926	3.085225105
927	3.083911253
928	3.083646229
929	3.083590042
930	3.083407704
931	3.08320643
932	3.083058856
933	3.082930003
934	3.082250316
935	3.082061356
936	3.081933786
937	3.076336766
938	3.076147134
939	3.076099598
940	3.075492478
941	3.075179613
942	3.074862057
943	3.074841875
944	3.072084588
945	3.071814188
946	3.071607699
947	3.071454115
948	3.071336543
949	3.070813374
950	3.070627158
951	3.070361771
952	3.070299884
953	3.070126451
954	3.069688728
955	3.069637077
956	3.069527676
957	3.069309634
958	3.069040688
959	3.068697322
960	3.068297035
961	3.067802729
962	3.067369893
963	3.067200369
964	3.066877743
965	3.066648531
966	3.065921096
967	3.065796887
968	3.063938711
969	3.063850325
970	3.06373142
971	3.062517574
972	3.061674547
973	3.061236858
974	3.061060521
975	3.060912679
976	3.060615956
977	3.060399795
978	3.059990726
979	3.05984787
980	3.059211649
981	3.058921049
982	3.058636816
983	3.058512212
984	3.057991273
985	3.056960894
986	3.05624488
987	3.055972294
988	3.055225175
989	3.054770124
990	3.054232428
991	3.054062184
992	3.051021689
993	3.048813647
994	3.048369287
995	3.048123115
996	3.046470742
997	3.046165452
998	3.042464421
999	3.042407332
