iter	Logloss
304	0.1421303836
305	0.142016762
306	0.1419306991
307	0.1418133644
308	0.1416949419
309	0.1415532688
310	0.1414570004
311	0.1413606035
312	0.1412650444
313	0.1411414847
314	0.1410747382
315	0.1410088121
316	0.1409294862
317	0.1407889568
318	0.1406981661
319	0.1406302968
320	0.140521564
321	0.1404664195
322	0.140341984
323	0.1402055238
324	0.1400833069
325	0.1399845863
326	0.1399029372
327	0.1398447502
328	0.1397432377
329	0.1396374757
330	0.1395758225
331	0.1394566648
332	0.1394044402
333	0.1393143752
334	0.1392260576
335	0.139082668
336	0.1389626485
337	0.1389137579
338	0.1388253818
339	0.1387686792
340	0.1386996822
341	0.1386009453
342	0.1385326901
343	0.1384557793
344	0.1383691531
345	0.1383153316
346	0.1381889885
347	0.1381209256
348	0.138025847
349	0.1379036527
350	0.1377832825
351	0.1377359433
352	0.1376404725
353	0.1375777726
354	0.1374640534
355	0.1374028921
356	0.1373081679
357	0.1372585926
358	0.1372135787
359	0.1371636934
360	0.137047746
361	0.1370049936
362	0.1369206863
363	0.1368725875
364	0.1368306493
365	0.1366888932
366	0.1365395937
367	0.136497802
368	0.1364150962
369	0.1363351394
370	0.1362390877
371	0.1361566234
372	0.1360736935
373	0.1359426145
374	0.1358435423
375	0.1357829093
376	0.1356582944
377	0.1355966978
378	0.1354773906
379	0.1353452242
380	0.1352749559
381	0.1351632212
382	0.1350926473
383	0.1350313901
384	0.1349221524
385	0.134815239
386	0.1347718034
387	0.1346702199
388	0.1345579941
389	0.1344810535
390	0.1344018873
391	0.1343111348
392	0.1342362762
393	0.1341171339
394	0.1339927843
395	0.1339501165
396	0.1338788249
397	0.1338379002
398	0.1337991532
399	0.1336886938
400	0.133638241
401	0.1335939636
402	0.1334597319
403	0.1333773324
404	0.1332720909
405	0.1331869493
406	0.1331308816
407	0.1330923988
408	0.1330234938
409	0.1329740646
410	0.1329244546
411	0.1328034525
412	0.1327488572
413	0.1326489745
414	0.1325755147
415	0.1325274295
416	0.1324386694
417	0.132332534
418	0.1322944674
419	0.1322045095
420	0.1321451666
421	0.1321002886
422	0.1320032854
423	0.1319416175
424	0.1318878422
425	0.1317992299
426	0.1316819958
427	0.1316335709
428	0.1315972029
429	0.1315594863
430	0.1314848284
431	0.1313958288
432	0.1313099395
433	0.1312208284
434	0.1311057115
435	0.1310083038
436	0.1309385045
437	0.1308331647
438	0.1307682984
439	0.1306937335
440	0.1306544896
441	0.1306123851
442	0.1305139936
443	0.1304726729
444	0.1303767381
445	0.1303423007
446	0.1302783752
447	0.1301673361
448	0.1301183652
449	0.1300802445
450	0.130003739
451	0.1299317631
452	0.1298472066
453	0.129779529
454	0.1297048694
455	0.1296591425
456	0.1295910678
457	0.1295222721
458	0.1294840247
459	0.1294447089
460	0.129395109
461	0.1293383898
462	0.1292704226
463	0.1292238355
464	0.1291712577
465	0.1291034237
466	0.1290504837
467	0.1289478453
468	0.1289067027
469	0.128784885
470	0.1287144644
471	0.1286571912
472	0.1285775269
473	0.1285228764
474	0.1284900302
475	0.1284563878
476	0.1284203868
477	0.1283834329
478	0.128303314
479	0.1282258351
480	0.1281936968
481	0.1281294109
482	0.1280518951
483	0.1279811376
484	0.1279324296
485	0.1278737401
486	0.1278415994
487	0.1278083426
488	0.1277485506
489	0.1277122476
490	0.1276486389
491	0.1275650993
492	0.1275242816
493	0.127476983
494	0.1273951992
495	0.1273239604
496	0.1272597416
497	0.127195979
498	0.1271300572
499	0.127098793
500	0.1270357626
501	0.1269611153
502	0.1269307123
503	0.1268967383
504	0.1268600853
505	0.1268297611
506	0.1268005774
507	0.1267466153
508	0.1266764159
509	0.1266395915
510	0.1266077471
511	0.1265552766
512	0.1264934718
513	0.1264285241
514	0.1263985408
515	0.1263189282
516	0.1262671563
517	0.1261349757
518	0.1260978237
519	0.1260698729
520	0.1260113198
521	0.1259752762
522	0.1258942376
523	0.1258130179
524	0.1257856697
525	0.1257294257
526	0.1257008708
527	0.1255502537
528	0.1254740446
529	0.1253729992
530	0.1253079933
531	0.1252808293
532	0.1252513478
533	0.1252207637
534	0.1251859622
535	0.1251238158
536	0.1250958762
537	0.1250583788
538	0.1250303786
539	0.1249980913
540	0.1249729449
541	0.1249285843
542	0.1248617259
543	0.1248351189
544	0.1248097208
545	0.124782861
546	0.1247089005
547	0.1246398483
548	0.1246117601
549	0.1245589599
550	0.1244771629
551	0.1244524398
552	0.1243818727
553	0.124299108
554	0.1242404449
555	0.1241727797
556	0.124140057
557	0.1240693443
558	0.1240426289
559	0.1240143017
560	0.123982154
561	0.1239497205
562	0.1238998648
563	0.1238150622
564	0.1237598931
565	0.1237044175
566	0.123677925
567	0.1236524116
568	0.1235884943
569	0.123558687
570	0.1235335509
571	0.1234548858
572	0.123429855
573	0.1233866509
574	0.1233618236
575	0.1233396089
576	0.1232356225
577	0.1231627225
578	0.1231090605
579	0.1230689616
580	0.1230386465
581	0.1230063777
582	0.1229604179
583	0.1228721782
584	0.1227883686
585	0.12276353
586	0.1227387119
587	0.1226964679
588	0.1226236871
589	0.122565769
590	0.1224920467
591	0.122444831
592	0.1224200428
593	0.1223682373
594	0.1223342938
595	0.1223106585
596	0.1222864957
597	0.1222269062
598	0.1221998188
599	0.1221684615
600	0.1221443377
601	0.1221217775
602	0.1220840124
603	0.1220579739
604	0.1219981542
605	0.1219726681
606	0.1219239954
607	0.1218326029
608	0.1218096665
609	0.1217859076
610	0.1217253263
611	0.1217030395
612	0.1216497276
613	0.1215791832
614	0.121538244
615	0.1215153441
616	0.1214425113
617	0.1213611585
618	0.1213288473
619	0.1212343681
620	0.1212111044
621	0.1211583622
622	0.1211317826
623	0.1211001391
624	0.1210353092
625	0.1209476706
626	0.1209257578
627	0.1208786731
628	0.1207901673
629	0.1207528563
630	0.1207235314
631	0.1206480833
632	0.1206171629
633	0.12059439
634	0.1205457124
635	0.1205216756
636	0.1204998713
637	0.1204783245
638	0.1204563659
639	0.1203953427
640	0.1203372082
641	0.1203028472
642	0.1202763052
643	0.1202460024
644	0.1201835455
645	0.1201541566
646	0.1200877621
647	0.1200677285
648	0.1200178008
649	0.1199766543
650	0.1199169737
651	0.1198520379
652	0.1198300553
653	0.1197512586
654	0.1196780139
655	0.1196174822
656	0.1195482635
657	0.1195255216
658	0.1194972518
659	0.1194421738
660	0.1194120623
661	0.1192966047
662	0.119274972
663	0.1192538083
664	0.1192008081
665	0.119161876
666	0.1190993085
667	0.1190421207
668	0.1190191544
669	0.118999209
670	0.1189327053
671	0.1188815656
672	0.118819042
673	0.1187876986
674	0.1187675427
675	0.1187468125
676	0.1186858556
677	0.1186624203
678	0.1185965324
679	0.1185765664
680	0.1185480389
681	0.1184882162
682	0.118467285
683	0.1184298858
684	0.1183676841
685	0.1183466202
686	0.1182963009
687	0.1182144587
688	0.1181556359
689	0.1180911013
690	0.1180313071
691	0.1180099193
692	0.1179626382
693	0.1179333122
694	0.1178749213
695	0.1178470686
696	0.1178172885
697	0.1177395301
698	0.117695857
699	0.1176581958
700	0.1175974964
701	0.1175799514
702	0.1175289116
703	0.117475525
704	0.1174492072
705	0.1173937464
706	0.1173624988
707	0.1172852413
708	0.1172652295
709	0.1172414019
710	0.1172220295
711	0.1171874652
712	0.1171673825
713	0.117147564
714	0.117126788
715	0.1170720403
716	0.1170517986
717	0.1170224874
718	0.1169906131
719	0.1169067567
720	0.1168472853
721	0.116778516
722	0.1167134731
723	0.1166538585
724	0.1166351129
725	0.1166081673
726	0.1165889527
727	0.1165396624
728	0.1164810719
729	0.116433615
730	0.1163792548
731	0.1163509036
732	0.1163264652
733	0.1163012937
734	0.116280941
735	0.1162188891
736	0.116199026
737	0.1161801625
738	0.1161301241
739	0.1161107265
740	0.1160559598
741	0.116002837
742	0.1159633882
743	0.1159014677
744	0.1158269419
745	0.1157673717
746	0.1157497414
747	0.1157056552
748	0.1156627938
749	0.1156438732
750	0.1156211929
751	0.1155501314
752	0.1154887504
753	0.1154305635
754	0.1154128107
755	0.1153526164
756	0.1153334146
757	0.1152817169
758	0.1152631316
759	0.1152195195
760	0.1151849466
761	0.1151168239
762	0.1150783582
763	0.1150489421
764	0.1149769456
765	0.1149269043
766	0.1149078031
767	0.1148847522
768	0.1148565508
769	0.1148383827
770	0.1148195056
771	0.1147899579
772	0.1147718882
773	0.1147098603
774	0.114660551
775	0.1146312514
776	0.1145737171
777	0.1145550917
778	0.1144863679
779	0.1144681119
780	0.1144473315
781	0.1144229218
782	0.1143928934
783	0.1143665345
784	0.1143410541
785	0.1143236478
786	0.114245983
787	0.1142114974
788	0.1141927322
789	0.114132103
790	0.1140950807
791	0.1140765271
792	0.1140575574
793	0.1140142877
794	0.113963203
795	0.1139452602
796	0.11389934
797	0.1138525382
798	0.1138342476
799	0.1138179816
800	0.1137792308
801	0.1137420595
802	0.113680917
803	0.1136017017
804	0.1135699413
805	0.1135261458
806	0.113459889
807	0.1134168951
808	0.1133712085
809	0.1133137257
810	0.1132918939
811	0.113244847
812	0.1131947422
813	0.1131742889
814	0.1131479391
815	0.1131077476
816	0.113090935
817	0.1130376439
818	0.1130192906
819	0.1129887177
820	0.1129599922
821	0.1129153301
822	0.11289705
823	0.1128788328
824	0.1128457751
825	0.1128286125
826	0.1128043274
827	0.1127867587
828	0.1127266656
829	0.1127025439
830	0.1126679399
831	0.1126157829
832	0.1125678576
833	0.1125391354
834	0.1125184738
835	0.1125019563
836	0.112455829
837	0.1123823289
838	0.1123310796
839	0.1123101276
840	0.1122576159
841	0.1122160399
842	0.1121659325
843	0.112143625
844	0.1121213932
845	0.1120639257
846	0.1120478015
847	0.1120078574
848	0.1119735856
849	0.1119266324
850	0.1119108447
851	0.1118819351
852	0.1118497054
853	0.1118269358
854	0.1118102627
855	0.1117938572
856	0.1116724053
857	0.1116309916
858	0.1115608837
859	0.1115399119
860	0.1115232583
861	0.1114914443
862	0.1114750914
863	0.1114020676
864	0.111385796
865	0.1113566779
866	0.1113140456
867	0.1112977979
868	0.111252584
869	0.1112017896
870	0.111180365
871	0.1111396538
872	0.1110760711
873	0.1110553407
874	0.1110207058
875	0.1110045518
876	0.1109890534
877	0.1109529447
878	0.1109373045
879	0.11091274
880	0.1108442378
881	0.1108292174
882	0.1107763308
883	0.1107541718
884	0.1107088471
885	0.1106576802
886	0.1106177875
887	0.1105917829
888	0.110541193
889	0.1105047827
890	0.1104785941
891	0.1104561401
892	0.1103861233
893	0.1103713409
894	0.1103407665
895	0.1103173084
896	0.1102963175
897	0.1102327563
898	0.1101953237
899	0.1101726593
900	0.1101325362
901	0.1101164819
902	0.1100877497
903	0.1100643853
904	0.1100111118
905	0.1099398319
906	0.1099234334
907	0.1098995292
908	0.1098775739
909	0.1098158715
910	0.1097705468
911	0.1097022556
912	0.1096828626
913	0.1096455798
914	0.1096296102
915	0.1095800615
916	0.1095657332
917	0.1095499007
918	0.1095144489
919	0.1094608654
920	0.1094107837
921	0.1093954957
922	0.1093747014
923	0.109359935
924	0.1093438532
925	0.1093264172
926	0.1092693259
927	0.1092258215
928	0.1091795788
929	0.1091505284
930	0.109117566
931	0.109076152
932	0.1090407669
933	0.1089883708
934	0.1089441738
935	0.1089150609
936	0.1088945309
937	0.1088337167
938	0.1088137597
939	0.1087931484
940	0.108771542
941	0.1087205702
942	0.1087011782
943	0.1086741169
944	0.1086568696
945	0.1086415141
946	0.108617497
947	0.1085815337
948	0.1085176078
949	0.1085035998
950	0.108467254
951	0.1084273032
952	0.1083872145
953	0.1083480061
954	0.108319468
955	0.1082510676
956	0.1082309309
957	0.1082069327
958	0.1081410983
959	0.1081252932
960	0.1081095386
961	0.1080686682
962	0.108034468
963	0.1080036941
964	0.107979786
965	0.1079118861
966	0.1078695644
967	0.1078531029
968	0.1078378801
969	0.1077809964
970	0.107700841
971	0.1076626796
972	0.1076472396
973	0.1075955583
974	0.107579568
975	0.1075520488
976	0.1075029762
977	0.1074813081
978	0.1074670587
979	0.1074535814
980	0.1074334457
981	0.107397921
982	0.107384088
983	0.1073572567
984	0.1073037418
985	0.1072862737
986	0.1072351426
987	0.1071969512
988	0.1071821733
989	0.1071621008
990	0.1071484185
991	0.107083108
992	0.1070373937
993	0.106982935
994	0.1069675635
995	0.1069292956
996	0.1069157828
997	0.1068519131
998	0.1068373695
999	0.1068180255
