iter	MAE
570	7.299983833
571	7.299268111
572	7.298639553
573	7.297469557
574	7.29715262
575	7.296078027
576	7.295196933
577	7.294758998
578	7.293342132
579	7.292513199
580	7.288352211
581	7.287679861
582	7.287065903
583	7.286073126
584	7.285688204
585	7.284936433
586	7.284459279
587	7.283331028
588	7.282501213
589	7.281587478
590	7.281300449
591	7.280668401
592	7.279884875
593	7.279635449
594	7.27858667
595	7.277193334
596	7.276453396
597	7.27578806
598	7.274843512
599	7.274206819
600	7.273532044
601	7.272772078
602	7.271788066
603	7.270332024
604	7.270002136
605	7.269642437
606	7.268835782
607	7.267177232
608	7.266422296
609	7.266148845
610	7.265938051
611	7.265693014
612	7.265165328
613	7.264537707
614	7.2643261
615	7.263882558
616	7.263828951
617	7.26343748
618	7.262548278
619	7.261692824
620	7.260252714
621	7.259763844
622	7.259261856
623	7.258300169
624	7.257479106
625	7.256812556
626	7.256542564
627	7.256016033
628	7.255366787
629	7.254570838
630	7.254322386
631	7.253731384
632	7.253277262
633	7.251578631
634	7.25142457
635	7.250349405
636	7.249930721
637	7.24952713
638	7.249137932
639	7.248646739
640	7.248201322
641	7.247247475
642	7.245547553
643	7.245301288
644	7.24452253
645	7.24397057
646	7.243140726
647	7.242373445
648	7.241736821
649	7.239072287
650	7.238865279
651	7.236929282
652	7.235327177
653	7.231383084
654	7.230916634
655	7.230317345
656	7.229999216
657	7.229244404
658	7.228853816
659	7.228007784
660	7.227035626
661	7.226623668
662	7.226216845
663	7.226085951
664	7.225695494
665	7.225122292
666	7.224363525
667	7.223963721
668	7.223373384
669	7.221120533
670	7.220515424
671	7.219682926
672	7.218414972
673	7.217014317
674	7.216761338
675	7.216292666
676	7.215778279
677	7.215329409
678	7.2149144
679	7.213982462
680	7.213664628
681	7.213291797
682	7.212426247
683	7.211404983
684	7.210662771
685	7.210176322
686	7.209849901
687	7.209377246
688	7.209103862
689	7.20845873
690	7.208320805
691	7.20753404
692	7.207289447
693	7.205836554
694	7.205714988
695	7.205496022
696	7.205176708
697	7.204899342
698	7.204600965
699	7.201529852
700	7.199346754
701	7.197932089
702	7.196207652
703	7.195832135
704	7.195634645
705	7.195144125
706	7.194858899
707	7.194372257
708	7.19300344
709	7.192312068
710	7.189559451
711	7.189454407
712	7.189257862
713	7.188998883
714	7.187924005
715	7.18755963
716	7.187258763
717	7.186802283
718	7.18567295
719	7.185383902
720	7.184827383
721	7.183779422
722	7.183639043
723	7.183318098
724	7.182572196
725	7.179810092
726	7.178706797
727	7.178129914
728	7.177633591
729	7.177284132
730	7.175602992
731	7.174094185
732	7.172984639
733	7.172619665
734	7.171213881
735	7.170685314
736	7.17005837
737	7.168934458
738	7.168390351
739	7.166538146
740	7.16630031
741	7.165896698
742	7.164806787
743	7.163966309
744	7.163763157
745	7.163577048
746	7.162628069
747	7.16169781
748	7.16121812
749	7.160912059
750	7.159719232
751	7.158798245
752	7.158488132
753	7.158235268
754	7.158210438
755	7.157854324
756	7.157261337
757	7.156715921
758	7.155426702
759	7.154918891
760	7.154425758
761	7.153622443
762	7.153300384
763	7.152855632
764	7.152336434
765	7.151679
766	7.151508845
767	7.150650705
768	7.149024367
769	7.147785922
770	7.147648896
771	7.147289667
772	7.146594453
773	7.146125324
774	7.145742668
775	7.144453299
776	7.143265345
777	7.142555502
778	7.142237242
779	7.141048723
780	7.140297493
781	7.139384406
782	7.139188805
783	7.13837872
784	7.137725723
785	7.13727722
786	7.135739646
787	7.135135884
788	7.134785941
789	7.134423097
790	7.134129847
791	7.133049343
792	7.13229081
793	7.13221973
794	7.131913028
795	7.131906502
796	7.131141233
797	7.130721063
798	7.130328748
799	7.130000017
800	7.129756087
801	7.129619081
802	7.129300702
803	7.128907909
804	7.128235086
805	7.127591903
806	7.126688411
807	7.12598882
808	7.125638646
809	7.125208365
810	7.124548171
811	7.12402344
812	7.123455779
813	7.123254452
814	7.12244541
815	7.122044719
816	7.121904071
817	7.121262186
818	7.121156699
819	7.119988054
820	7.11947915
821	7.119226208
822	7.119071727
823	7.118747105
824	7.117014005
825	7.116143968
826	7.115785706
827	7.115194972
828	7.114595742
829	7.111899389
830	7.111394225
831	7.110199491
832	7.109935882
833	7.109677123
834	7.109039594
835	7.108428054
836	7.108304197
837	7.107847041
838	7.107380483
839	7.106882646
840	7.106798071
841	7.106087156
842	7.105331947
843	7.104531109
844	7.104174706
845	7.103658347
846	7.103102188
847	7.102251199
848	7.101088038
849	7.100775164
850	7.100052902
851	7.099809104
852	7.099715685
853	7.099022747
854	7.098057404
855	7.09733836
856	7.097078938
857	7.096922681
858	7.09626964
859	7.094837929
860	7.094331901
861	7.093897425
862	7.09344936
863	7.093154025
864	7.09299523
865	7.092868787
866	7.092405712
867	7.091539221
868	7.091274058
869	7.091110016
870	7.089714766
871	7.089292617
872	7.08885089
873	7.088017804
874	7.087579438
875	7.086926046
876	7.085618099
877	7.085547763
878	7.08514366
879	7.08484452
880	7.08465767
881	7.083400012
882	7.08281337
883	7.081625585
884	7.08106103
885	7.080886121
886	7.080543537
887	7.080103551
888	7.07979702
889	7.07942124
890	7.07885287
891	7.078127883
892	7.07752564
893	7.077080986
894	7.076829072
895	7.076527372
896	7.076068668
897	7.075764426
898	7.075089537
899	7.074375424
900	7.074282993
901	7.073923235
902	7.073476749
903	7.073122322
904	7.072773884
905	7.07238662
906	7.071676795
907	7.071341383
908	7.07093594
909	7.070531833
910	7.069723252
911	7.069161639
912	7.06903001
913	7.068472098
914	7.068382596
915	7.068124724
916	7.067522337
917	7.067227305
918	7.066949404
919	7.065655689
920	7.065275795
921	7.064563291
922	7.063905615
923	7.063612484
924	7.062336676
925	7.061875545
926	7.06122509
927	7.06049589
928	7.059740775
929	7.05954069
930	7.058744197
931	7.058219786
932	7.056946198
933	7.055674028
934	7.055307954
935	7.054934795
936	7.054380296
937	7.053820364
938	7.053455305
939	7.053102137
940	7.052464936
941	7.051643889
942	7.051498171
943	7.051095086
944	7.050506442
945	7.050229072
946	7.049673241
947	7.048700941
948	7.048229897
949	7.047729305
950	7.047556544
951	7.047293546
952	7.04686838
953	7.046351312
954	7.046186244
955	7.045839253
956	7.044364804
957	7.044088516
958	7.043024355
959	7.042957347
960	7.040457635
961	7.040255716
962	7.039830588
963	7.038505838
964	7.038288115
965	7.03783589
966	7.037712461
967	7.037213989
968	7.037035884
969	7.036432366
970	7.036297217
971	7.035688484
972	7.035402018
973	7.034237689
974	7.033724199
975	7.033535812
976	7.033277111
977	7.031867127
978	7.031418795
979	7.031121013
980	7.029866427
981	7.029678466
982	7.029137747
983	7.02879429
984	7.027519608
985	7.027091806
986	7.026795053
987	7.026574038
988	7.025265511
989	7.024868318
990	7.023658127
991	7.023510406
992	7.023095133
993	7.022600597
994	7.022284769
995	7.022082434
996	7.020795964
997	7.020454796
998	7.01984958
999	7.019402767
