iter	Passed	Remaining
0	0	631
1	1	549
2	1	509
3	2	506
4	2	488
5	2	496
6	3	508
7	4	515
8	4	511
9	5	501
10	5	493
11	5	486
12	6	480
13	6	476
14	7	470
15	7	466
16	8	462
17	8	459
18	8	456
19	9	453
20	9	452
21	10	451
22	10	450
23	11	449
24	11	447
25	11	445
26	12	444
27	12	442
28	13	441
29	13	440
30	14	439
31	14	438
32	14	437
33	15	436
34	15	435
35	16	435
36	16	435
37	17	435
38	17	434
39	18	432
40	18	431
41	18	430
42	19	429
43	19	428
44	20	427
45	20	426
46	20	425
47	21	424
48	21	422
49	22	421
50	22	423
51	23	429
52	24	429
53	24	429
54	24	428
55	25	427
56	25	427
57	26	431
58	27	431
59	27	431
60	27	431
61	28	430
62	28	429
63	29	430
64	29	430
65	30	432
66	31	432
67	31	432
68	32	432
69	32	431
70	32	431
71	33	431
72	34	431
73	34	431
74	35	432
75	35	432
76	35	431
77	36	430
78	36	429
79	37	428
80	37	427
81	38	426
82	38	425
83	38	424
84	39	423
85	39	422
86	40	421
87	40	420
88	41	420
89	41	420
90	42	419
91	42	418
92	42	417
93	43	417
94	43	416
95	44	416
96	44	416
97	45	415
98	45	415
99	46	416
100	46	415
101	47	415
102	47	414
103	48	414
104	48	414
105	49	413
106	50	421
107	52	429
108	53	438
109	54	440
110	56	448
111	56	448
112	57	447
113	57	446
114	58	453
115	59	454
116	60	456
117	61	463
118	63	468
119	64	470
120	65	475
121	65	474
122	66	476
123	67	475
124	67	474
125	68	475
126	69	481
127	71	487
128	72	490
129	73	494
130	74	494
131	75	493
132	76	498
133	77	500
134	77	499
135	78	497
136	78	496
137	79	498
138	80	497
139	80	496
140	81	494
141	81	493
142	81	491
143	82	489
144	82	487
145	83	488
146	84	488
147	84	487
148	85	486
149	85	484
150	85	483
151	86	482
152	87	482
153	87	482
154	88	481
155	88	481
156	89	482
157	90	483
158	91	482
159	91	481
160	92	480
161	92	479
162	93	479
163	93	478
164	94	476
165	94	475
166	95	474
167	95	472
168	95	471
169	96	470
170	96	469
171	97	469
172	98	468
173	98	467
174	98	466
175	99	464
176	100	466
177	100	465
178	101	463
179	101	463
180	102	463
181	102	461
182	103	460
183	103	460
184	104	459
185	104	458
186	105	457
187	105	456
188	106	455
189	106	454
190	107	453
191	107	452
192	107	451
193	108	450
194	108	448
195	109	447
196	109	446
197	109	445
198	110	444
199	110	443
200	111	442
201	111	442
202	112	441
203	112	439
204	113	439
205	113	438
206	114	436
207	114	435
208	114	434
209	115	433
210	115	432
211	116	431
212	116	430
213	116	429
214	117	428
215	117	427
216	118	426
217	118	425
218	119	424
219	119	423
220	119	422
221	120	421
222	120	420
223	121	419
224	121	418
225	121	417
226	122	416
227	122	415
228	123	414
229	123	413
230	123	412
231	124	412
232	125	411
233	125	410
234	125	409
235	126	409
236	127	409
237	127	408
238	128	407
239	128	407
240	128	406
241	129	406
242	131	408
243	132	409
244	132	408
245	132	407
246	133	406
247	134	408
248	135	408
249	136	408
250	136	408
251	138	409
252	138	409
253	139	408
254	139	408
255	140	409
256	141	408
257	142	408
258	142	408
259	143	408
260	143	407
261	145	408
262	145	408
263	146	409
264	147	409
265	148	410
