iter	RMSE
755	1.600280958
756	1.600197153
757	1.598894183
758	1.597536474
759	1.596027974
760	1.595387891
761	1.594033652
762	1.592690737
763	1.592043185
764	1.590824273
765	1.588256645
766	1.586890239
767	1.585587128
768	1.58517188
769	1.585005941
770	1.583318049
771	1.580911856
772	1.579761265
773	1.577905219
774	1.575953211
775	1.574266206
776	1.572709591
777	1.571247907
778	1.569701932
779	1.567875597
780	1.565971148
781	1.564615249
782	1.563376083
783	1.562461934
784	1.560966662
785	1.559387846
786	1.557366674
787	1.555915809
788	1.554419005
789	1.55357112
790	1.551749413
791	1.550749718
792	1.549524767
793	1.54941011
794	1.548049966
795	1.54690043
796	1.54505877
797	1.544371278
798	1.543211904
799	1.541041798
