iter	RMSE
856	1636.761555
857	1636.711355
858	1636.668607
859	1636.540424
860	1636.455826
861	1636.319601
862	1636.239882
863	1636.164508
864	1636.070361
865	1636.016257
866	1635.943923
867	1635.864463
868	1635.823111
869	1635.768311
870	1635.694386
871	1635.643729
872	1635.602395
873	1635.514199
874	1635.426294
875	1635.362349
876	1635.320204
877	1635.308264
878	1635.265237
879	1635.141229
880	1635.091199
881	1635.04953
882	1634.905318
883	1634.748909
884	1634.69573
885	1634.609859
886	1634.572669
887	1634.476373
888	1634.275174
889	1634.218833
890	1634.158542
891	1634.089275
892	1634.028637
893	1633.992278
894	1633.912307
895	1633.769036
896	1633.735397
897	1633.687004
898	1633.548027
899	1633.50995
900	1633.470259
901	1633.427507
902	1633.385932
903	1633.23069
904	1633.197108
905	1633.130096
906	1633.012195
907	1632.853999
908	1632.71594
909	1632.532874
910	1632.502757
911	1632.479466
912	1632.469101
913	1632.382928
914	1632.336005
915	1632.15443
916	1632.093463
917	1632.011239
918	1631.96226
919	1631.908288
920	1631.840559
921	1631.755717
922	1631.631606
923	1631.585766
924	1631.536186
925	1631.391445
926	1631.341988
927	1631.288716
928	1631.196646
929	1631.161028
930	1631.113127
931	1631.034117
932	1631.018652
933	1630.981628
934	1630.969265
935	1630.963116
936	1630.908158
937	1630.813258
938	1630.601949
939	1630.509862
940	1630.447661
941	1630.423899
942	1630.301456
943	1630.27177
944	1630.247463
945	1630.158487
946	1630.115267
947	1630.078636
948	1629.956399
949	1629.872233
950	1629.830125
951	1629.766857
952	1629.713636
953	1629.598817
954	1629.52271
955	1629.434252
956	1629.410336
957	1629.356597
958	1629.298391
959	1629.189449
960	1629.140702
961	1629.087081
962	1629.044312
963	1629.039914
964	1628.907884
965	1628.855861
966	1628.677327
967	1628.666337
968	1628.658929
969	1628.549722
970	1628.497105
971	1628.427709
972	1628.367455
973	1628.348463
974	1628.204869
975	1628.187484
976	1628.182162
977	1628.074729
978	1628.017793
979	1627.894017
980	1627.771044
981	1627.662519
982	1627.61529
983	1627.570117
984	1627.542962
985	1627.503149
986	1627.455578
987	1627.445833
988	1627.411857
989	1627.353433
990	1627.289573
991	1627.249687
992	1627.217552
993	1627.048103
994	1626.97818
995	1626.817129
996	1626.780379
997	1626.754396
998	1626.69291
999	1626.601859
