iter	RMSE
381	7.780950732
382	7.778602861
383	7.776044662
384	7.774224158
385	7.772496145
386	7.770741526
387	7.767292214
388	7.764713633
389	7.762019149
390	7.759103072
391	7.756526003
392	7.753623767
393	7.75009044
394	7.747304627
395	7.744631489
396	7.74192541
397	7.74031052
398	7.737488485
399	7.73531619
400	7.73154876
401	7.727473621
402	7.725569735
403	7.723272916
404	7.719752068
405	7.717432851
406	7.714571195
407	7.712081096
408	7.710072811
409	7.708520327
410	7.706245801
411	7.703610157
412	7.701027126
413	7.699028705
414	7.696496403
415	7.693658942
416	7.690330418
417	7.688730423
418	7.686340831
419	7.683650261
420	7.681595142
421	7.680272449
422	7.678762559
423	7.676173122
424	7.674456672
425	7.672816556
426	7.66988667
427	7.667574397
428	7.665238954
429	7.663767003
430	7.661185146
431	7.65845333
432	7.656297482
433	7.654057537
434	7.651025732
435	7.648617113
436	7.645745193
437	7.643353479
438	7.641463503
439	7.638892925
440	7.636051485
441	7.634790986
442	7.632928686
443	7.630021681
444	7.627537345
445	7.62542709
446	7.623505802
447	7.620849598
448	7.619166894
449	7.617887723
450	7.614496815
451	7.612081751
452	7.609698887
453	7.607204611
454	7.604891809
455	7.602162449
456	7.599020528
457	7.597247247
458	7.594671146
459	7.592844259
460	7.591269267
461	7.589617552
462	7.58817803
463	7.586082222
464	7.584409212
465	7.582871643
466	7.580656803
467	7.578526414
468	7.576591266
469	7.574650131
470	7.572929011
471	7.570879811
472	7.569492252
473	7.56828348
474	7.566061708
475	7.563031487
476	7.560855918
477	7.558895941
478	7.555098723
479	7.551945006
480	7.549444641
481	7.547844788
482	7.544861154
483	7.542774244
484	7.540582081
485	7.539056075
486	7.537295819
487	7.53545373
488	7.533183651
489	7.531200692
490	7.528880236
491	7.525886535
492	7.52375117
493	7.5203039
494	7.517434267
495	7.51440046
496	7.513012825
497	7.511434101
498	7.509472124
499	7.507017649
500	7.504852274
501	7.501604475
502	7.499823321
503	7.497754033
504	7.496012489
505	7.492637977
506	7.489167646
507	7.486664828
508	7.485733446
509	7.48319156
510	7.48163864
511	7.48010041
512	7.477643006
513	7.476030583
514	7.474608327
515	7.472271899
516	7.469518845
517	7.468065474
518	7.466099804
519	7.464443952
520	7.461703074
521	7.459577329
522	7.457245922
523	7.455700448
524	7.453450837
525	7.451146138
526	7.449481617
527	7.446795011
528	7.444156052
529	7.441658084
530	7.440484689
531	7.437494596
532	7.435513011
533	7.433501699
534	7.432259959
535	7.430340356
536	7.427331561
537	7.424922119
538	7.42365259
539	7.421434493
540	7.419705051
541	7.417430774
542	7.415399372
543	7.412985356
544	7.411390089
545	7.409466253
546	7.406473151
547	7.403613913
548	7.402147514
549	7.399557691
550	7.39862711
551	7.395807856
552	7.393580433
553	7.390912973
554	7.38894587
555	7.387647508
556	7.385727168
557	7.383957854
558	7.382209394
559	7.379142097
560	7.377031483
561	7.375971509
562	7.373235664
563	7.370876562
564	7.368037556
565	7.366360145
566	7.364199033
567	7.362872948
568	7.36110028
569	7.359288284
570	7.357132355
571	7.35470082
572	7.35236403
573	7.350081451
574	7.3478591
575	7.345171112
576	7.34297216
577	7.340195701
578	7.338887024
579	7.336160152
580	7.334382768
581	7.332247496
582	7.331412511
583	7.329683094
584	7.327768821
585	7.32512366
586	7.323995208
587	7.322133414
588	7.320368629
589	7.317942529
590	7.315954363
591	7.313620805
592	7.310325252
593	7.308830518
594	7.306894822
595	7.304363999
596	7.302462038
597	7.301674162
598	7.299642369
599	7.297505961
600	7.296518026
601	7.295190314
602	7.293119775
603	7.291323342
604	7.289795058
605	7.288413934
606	7.287093939
607	7.285027253
608	7.282800932
609	7.281046463
610	7.278721797
611	7.276857276
612	7.27511776
613	7.272972854
614	7.270785153
615	7.26919996
616	7.267429665
617	7.265814361
618	7.263951196
619	7.261249146
620	7.259252632
621	7.25737915
622	7.254898347
623	7.253617869
624	7.251798207
625	7.249960392
626	7.248341483
627	7.246597862
628	7.244971295
629	7.242907734
630	7.240037
631	7.23901168
632	7.237206208
633	7.236024319
634	7.234396503
635	7.232148126
636	7.230869853
637	7.227835916
638	7.226649055
639	7.224829396
640	7.222700629
641	7.221666837
642	7.218756398
643	7.215386629
644	7.213801453
645	7.211609833
646	7.209821306
647	7.20829958
648	7.205775842
649	7.204104298
650	7.202199434
651	7.200442052
652	7.198234482
653	7.195925757
654	7.194196666
655	7.191600814
656	7.190360099
657	7.18841096
658	7.185674617
659	7.184376516
660	7.182994145
661	7.181068956
662	7.179750432
663	7.178845666
664	7.1770029
665	7.175547682
666	7.17390574
667	7.172280979
668	7.169839969
669	7.168920841
670	7.166969088
671	7.165531968
672	7.163651931
673	7.161097579
674	7.159526236
675	7.157342254
676	7.155708614
677	7.15449437
678	7.152116085
679	7.149818652
680	7.147723016
681	7.145060122
682	7.141637382
683	7.14051374
684	7.139377082
685	7.137070082
686	7.135691846
687	7.133611087
688	7.131927727
689	7.130522177
690	7.128752289
691	7.126536425
692	7.125440631
693	7.12366593
694	7.122173533
695	7.120641342
696	7.118781307
697	7.116664072
698	7.114196551
699	7.112678353
700	7.1106671
701	7.107553638
702	7.105551678
703	7.103521411
704	7.101699163
705	7.10037588
706	7.098997787
707	7.09719857
708	7.095231144
709	7.09317308
710	7.091694255
711	7.088839299
712	7.086760276
713	7.086075319
714	7.084348946
715	7.082924247
716	7.080801022
717	7.078045466
718	7.076115188
719	7.073780478
720	7.072283548
721	7.070458164
722	7.068981452
723	7.067770818
724	7.065548281
725	7.064302158
726	7.063244461
727	7.061851793
728	7.059904291
729	7.058980438
730	7.058114273
731	7.055571301
732	7.053319021
733	7.052436298
734	7.051003795
735	7.049730256
736	7.047153644
737	7.045741137
738	7.043933416
739	7.04168856
740	7.039699496
741	7.038127917
742	7.037122633
743	7.035794864
744	7.034411888
745	7.032933394
746	7.031698673
747	7.029129554
748	7.02784151
749	7.025861475
750	7.024589005
751	7.023375239
752	7.021060435
753	7.01919899
754	7.018073321
755	7.016452439
756	7.014417417
757	7.013170153
758	7.01203447
759	7.009511791
760	7.008301364
761	7.005386936
762	7.00359678
763	7.001776979
764	7.000481183
765	6.998524001
766	6.997286352
767	6.99598306
768	6.994973928
769	6.992941908
770	6.991020885
771	6.988581124
772	6.986525733
773	6.985052327
774	6.983250535
775	6.9802589
776	6.978578222
777	6.975113157
778	6.97379976
779	6.972681257
780	6.971184223
781	6.970563848
782	6.968130217
783	6.965590774
784	6.964343039
785	6.963026749
786	6.961067866
787	6.960136955
788	6.958717635
789	6.957879348
790	6.955175562
791	6.953393193
792	6.951964307
793	6.95112756
794	6.948304189
795	6.946842505
796	6.945597577
797	6.94397671
798	6.942116818
799	6.940240464
006030336
